ID,GeneName,dise.brain,bio.inter,bio.brain,expre.brain,pathway.brain,tfbs,ASDDenovo,SCZDenovo,scz.drug,scz.literature,scz.animal,depre.drug,depre.literature,bpd.drug,bpd.literature,adhd.drug,adhd.literature,adhd.animal,asd.drug,asd.literature,asd.animal
1,A1BG,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,A2M,1,2,1,0,1,1,1,0,0,0.004,0,0,0.074974449,0,0,0,0.02,0,0,0,0
9,NAT1,2,1,1,1,1,1,1,0,0,0.0288,0,0,0,0,0,0,0,0,0,0,0
10,NAT2,2,1,1,1,1,1,1,0,0,0.0592,0,0,0.0144,0,0.0144,0,0,0,0,0.0144,0
12,SERPINA3,1,1,1,1,0,1,1,0,0,0.032877078,0,0,0.018573611,0,0.0114,0,0,0,0,0,0
13,AADAC,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,AAMP,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,AANAT,2,1,2,1,1,1,1,0,0,0,0,0,0.044224111,0,0.0156,0,0.0144,0,0,0,0
16,AARS,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0
18,ABAT,2,1,2,1,2,1,1,0,0,0.0341,0,0,0.040298433,0,0,0,0.012,0,0,0.045844444,0
19,ABCA1,2,1,1,1,1,1,1,0,0,0.0456,0,0,0.0144,0,0,0,0,0,0,0,0
20,ABCA2,1,1,1,1,1,1,1,0,0,0.0148,0,0,0,0,0,0,0,0.2,0,0,0
21,ABCA3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,ABCB7,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,ABCF1,1,1,1,1,0,1,1,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0
24,ABCA4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0
25,ABL1,2,2,2,1,2,1,1,1,0,0,0,0,0.056888889,0,0,0,0,0,0,0,0
26,AOC1,1,1,2,0,1,1,1,0,0,0.014,0,0,0.018,0,0,0,0,0,0,0,0
27,ABL2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,ABO,2,1,1,0,1,1,1,0,0,0.058420665,0,0,0.039669211,0,0.046012111,0,0.06,0,0,0.0448,0
29,ABR,1,1,2,1,0,1,1,0,0,0,0,0,0.0323,0,0,0,0.0348,0,0,0.021425,0
30,ACAA1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,ACACA,1,1,1,1,1,1,1,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0
32,ACACB,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,ACADL,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0
34,ACADM,1,1,1,1,1,1,1,0,0,0,0,0,0.014,0,0,0,0,0,0,0.0128,0
35,ACADS,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,ACADSB,1,1,1,0,1,1,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0.0224,0
37,ACADVL,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,ACAT1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,ACAT2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,ASIC2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0.0324,0,0,0,0,0.0144,0
41,ASIC1,1,1,2,1,1,1,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
43,ACHE,1,1,2,1,2,1,1,0,1,0.064110569,0,1,0.055034451,1,0.046476,1,0.019333333,0,0.75,0.022164889,0.233075
47,ACLY,2,1,1,1,1,1,1,0,0,0,0,0,0.021748444,0,0,0,0.03,0,0,0,0
48,ACO1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
49,ACR,0,1,1,0,0,1,0,0,0,0,0,0,0.070393763,0,0,0,0,0,0,0,0
50,ACO2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,ACOX1,1,1,1,0,1,1,1,0,0,0,0,0,0.0255,0,0,0,0,0,0,0,0
52,ACP1,2,1,1,1,0,1,1,0,0,0.0422,0,0,0.0152,0,0.026,0,0,0,0,0,0
53,ACP2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,ACP5,1,1,1,1,1,1,0,0,0,0,0,0,0.020233333,0,0,0,0,0,0,0,0
55,ACPP,1,1,1,0,0,1,1,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0
56,ACRV1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,ACTA1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,ACTA2,1,1,1,0,1,1,1,1,0,0.012,0,0,0.0144,0,0,0,0,0,0,0,0
60,ACTB,1,2,2,1,1,1,1,0,0,0.030488925,0,0,0.0148,0,0.0289,0,0,0,0,0,0
70,ACTC1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,ACTG1,1,1,1,1,1,1,1,0,0,0,0,0,0.024355556,0,0,0,0,0,0,0,0
72,ACTG2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,ACTN4,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,ACTL6A,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,ACTN1,1,2,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,ACTN2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,ACTN3,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,ACVR1,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,ACVR1B,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,ACVR2A,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,ACVR2B,1,1,1,1,1,1,1,0,0,0,0,0,0.0276,0,0,0,0,0,0,0,0
94,ACVRL1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,ACY1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,ACYP1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,ACYP2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,ADA,2,2,2,1,1,1,1,0,0,0.038,0,0,0.048831924,0,0,0,0.0184,0,0,0.053869183,0
101,ADAM8,1,1,2,0,0,1,0,0,0,0,0,0,0.0733,0,0,0,0,0,0,0,0
102,ADAM10,1,1,1,0,1,1,1,0,0,0.0176,0,0,0.038327222,0,0.0148,0,0,0,0,0,0
103,ADAR,1,1,1,1,1,1,0,0,0,0,0,0,0.0173,0,0,0,0,0,0,0,0
104,ADARB1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0.0447,0,0,0,0,0.0068,0
105,ADARB2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,ADCY1,2,0,2,1,2,1,1,0,0,0.004,0,0,0.0144,0,0,0,0,0.2,0,0.0516,0
108,ADCY2,1,1,1,1,2,1,1,0,0,0.0148,0,0,0,0,0.0148,0,0,0,0,0,0
109,ADCY3,2,1,1,1,2,1,1,0,0,0,0,0,0.038822222,0,0.0068,0,0,0.2,0,0.0268,0
111,ADCY5,1,2,2,0,2,1,1,0,0,0.0092,0,0,0.034244444,0,0.0188,0,0.034,0,0,0.012,0
112,ADCY6,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,ADCY7,2,1,1,0,2,1,1,1,0,0,0,0,0.0334,0,0,0,0,0,0,0,0
114,ADCY8,1,1,1,1,2,1,1,0,0,0,0.1907,0,0.024318333,0,0,0,0,0,0,0,0
115,ADCY9,2,1,1,1,2,1,1,1,0,0,0,0,0.0748,0,0.0108,0,0,0,0,0,0
116,ADCYAP1,2,1,2,1,1,1,1,0,0,0.056348123,0,0,0.039376,0,0.034,0,0,0.25,0,0.018,0.25
117,ADCYAP1R1,2,1,1,1,2,1,1,0,0,0,0,0,0.0342,0,0,0,0,0.2,0,0,0
118,ADD1,2,1,1,1,0,1,1,0,0,0.0148,0,0,0.0148,0,0,0,0.068055556,0,0,0,0
119,ADD2,1,1,1,1,0,1,1,0,0,0.0212,0,0,0.0156,0,0,0,0.0585,0,0,0,0
120,ADD3,1,1,1,1,0,1,1,0,0,0.0148,0,0,0.0168,0,0,0,0.0585,0,0,0,0
123,PLIN2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
124,ADH1A,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,ADH1B,2,1,1,1,1,1,1,0,0,0,0,0,0.047566667,0,0,0,0,0,0,0,0
126,ADH1C,2,1,1,1,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
127,ADH4,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,ADH5,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,ADH6,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,ADH7,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,ADK,1,1,1,0,1,1,1,0,0,0.0891,0,0,0.021944444,0,0,0,0,0,0,0,0
133,ADM,2,1,2,0,0,1,0,0,0,0.111405556,0,0,0.062328271,0,0.0241,0,0,0,0,0.0164,0
134,ADORA1,2,2,2,1,2,1,1,0,0,0.0548,0,0.1,0.0167,0,0,1,0,0,0,0,0
135,ADORA2A,2,2,2,1,2,1,1,0,0,0.0282,0,0.225,0.0476,0,0,1,0.0532,0,0,0,0
136,ADORA2B,1,1,1,1,2,1,1,0,0,0,0,0.225,0,0,0,1,0,0,0,0,0
140,ADORA3,1,1,1,1,2,1,1,0,0,0,0,0.1,0,0,0,1,0,0,0,0.0128,0
141,ADPRH,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,PARP1,1,1,2,1,1,1,1,0,0,0,0,0,0.0168,0,0,0,0,0,0,0,0
143,PARP4,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,ADRA1D,2,1,2,1,2,1,0,0,1,0,0,1,0.0136,0,0,1,0,0,0,0,0
147,ADRA1B,2,1,2,1,2,1,1,0,1,0,0,1,0.028,0,0,1,0.0288,0,0,0,0
148,ADRA1A,2,0,2,1,2,1,1,0,1,0.028,0,1,0.0144,0,0,1,0.0144,0,0,0,0
150,ADRA2A,2,1,2,0,2,1,1,0,1,0.064954707,0,1,0.047213525,1,0,1,0.107416802,0.2,0,0,0
151,ADRA2B,2,1,2,0,2,1,1,0,1,0.0216,0,1,0,1,0,1,0,0,0,0,0
152,ADRA2C,2,1,2,1,2,1,0,0,1,0.0185,0,1,0.033344444,1,0.0144,1,0.073031556,0,0,0,0
153,ADRB1,2,1,2,0,2,1,0,0,0,0.0184,0,1,0.048764734,0,0,1,0,0,0,0,0
154,ADRB2,2,2,2,1,2,1,1,0,0,0.0173,0,1,0.029838827,0,0,1,0,0,0,0.064348667,0
155,ADRB3,2,1,2,0,2,1,1,0,0,0.045444444,0,1,0.051233333,0,0,1,0,0,0,0,0
156,ADRBK1,1,1,1,0,2,1,1,0,0,0,0,0,0.084911111,0,0.0288,0,0,0,0,0,0
157,ADRBK2,2,1,1,1,2,1,1,0,0,0.052,0,0,0.0156,0,0.059609784,0,0,0,0,0,0
158,ADSL,1,2,1,1,1,1,1,0,0,0,0,0,0.0076,0,0,0,0,0,0,0.051760179,0
159,ADSS,2,1,1,0,1,1,1,0,0,0.0493,0,0,0,0,0,0,0,0,0,0,0
160,AP2A1,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,AP2A2,0,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,AP1B1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,AP2B1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
164,AP1G1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.265446528
165,AEBP1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,AES,0,2,1,1,0,1,0,0,0,0.02,0,0,0.057983085,0,0.03,0,0,0,0,0,0
167,CRISP1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
173,AFM,1,0,1,0,0,1,1,0,0,0.0188,0,0,0.039833,0,0,0,0,0,0,0,0
174,AFP,1,1,1,1,1,1,1,0,0,0,0,0,0.024,0,0,0,0,0,0,0.016,0
175,AGA,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,ACAN,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.012,0,0,0.043231667,0
177,AGER,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,AGL,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,AGRP,2,1,2,0,1,1,0,0,0,0.0434,0,0,0,0,0.0344,0,0,0.2,0,0,0
182,JAG1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281251848
183,AGT,2,1,2,1,1,1,1,0,0,0,0,0,0.0458,0,0.0344,0,0,0.2,0,0,0
185,AGTR1,2,1,1,1,2,1,1,0,1,0.038,0,1,0.057085,0,0.0144,0,0,0,0,0,0
186,AGTR2,2,1,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0328,0
187,APLNR,1,0,1,1,2,1,1,0,0,0,0,0,0.037783333,0,0,0,0.0144,0,0,0,0
189,AGXT,1,1,1,0,1,1,1,0,0,0.0148,0,0,0.180240863,0,0,0,0,0,0,0,0
190,NR0B1,1,1,2,0,0,1,1,0,0,0,0,0,0.0156,0,0,0,0.0284,0,0,0.0152,0
191,AHCY,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,AHR,1,1,2,0,0,1,1,0,0,0.0344,0,0,0.0287,0,0.0344,0,0,0,0,0,0
197,AHSG,1,1,1,1,0,1,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0
199,AIF1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144,0
202,AIM1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,AK1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,AK2,1,1,1,1,1,1,1,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
205,AK4,1,1,2,1,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
207,AKT1,2,2,2,0,2,1,1,1,0,0.200546748,0,0,0.106805835,0,0.065289483,0,0,0.2,0,0.024758333,0
208,AKT2,2,1,1,0,2,1,1,0,0,0.0144,0,0,0,0,0.0144,0,0,0,0,0,0
210,ALAD,2,1,1,0,1,1,1,0,0,0,0,0,0.041590152,0,0,0,0,0,0,0,0
211,ALAS1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
212,ALAS2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,ALB,2,1,1,1,0,1,0,0,0,0.078861331,0,0,0.103714627,0,0.0333,0,0.0488,0,0,0.0444,0
214,ALCAM,1,1,2,1,1,1,1,1,0,0,0,0,0.0152,0,0,0,0,0,0,0,0
215,ABCD1,1,1,1,1,1,1,1,0,0,0.02,0,0,0.040103111,0,0.0318,0,0.0235,0,0,0,0
216,ALDH1A1,2,1,1,1,1,1,1,0,0,0.0205,0,0,0,0,0,0,0,0,0,0,0
217,ALDH2,2,1,2,1,1,1,1,0,0,0.0593,0,0,0.051512509,0,0.052894889,0,0.0148,0,0,0.0144,0
218,ALDH3A1,2,1,1,0,1,1,1,0,0,0.0144,0,0,0.0168,0,0,0,0,0,0,0,0
219,ALDH1B1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,ALDH1A3,2,1,2,0,1,1,1,0,0,0.0144,0,0,0,0,0,0,0,0.2,0,0.014,0
221,ALDH3B1,2,1,2,0,1,1,1,0,0,0.03985,0,0,0,0,0,0,0,0,0,0,0
222,ALDH3B2,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,ALDH9A1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,ALDH3A2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,ABCD2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
226,ALDOA,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,ALDOB,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,ALDOC,0,1,1,1,1,1,1,0,0,0.0237,0,0,0,0,0.004,0,0,0,0,0,0
231,AKR1B1,1,1,2,1,1,1,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0
238,ALK,2,1,2,1,1,1,1,0,0,0.046333333,0,0,0.0209,0,0,0,0,0,0,0,0
239,ALOX12,2,1,1,0,2,1,0,0,0,0.1148,0,0,0,0,0.0284,0,0,0,0,0,0
240,ALOX5,1,1,1,1,2,1,1,0,0,0,0,0,0.037137775,0,0,0,0,0,0,0,0
241,ALOX5AP,2,1,1,0,0,1,1,0,0,0,0,0,0.0212,1,0,0,0,0,0,0,0
242,ALOX12B,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,ALOX15,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
247,ALOX15B,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,ALPI,1,1,1,0,1,1,1,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0
249,ALPL,1,1,1,1,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
250,ALPP,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,ALPPL2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,ALX3,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,AMBN,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,AMBP,1,1,1,0,0,1,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
262,AMD1,1,1,1,0,1,1,1,0,0,0,0,0,0.034020485,0,0,0,0.0208,0,0,0.016,0
265,AMELX,1,0,1,0,0,1,1,0,0,0.075708333,0,0,0.029050444,0,0,0,0,0,0,0,0
266,AMELY,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,AMFR,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,AMH,1,1,1,1,1,1,1,0,0,0.0116,0,0,0.123113095,0,0,0,0,0,0,0.0172,0
269,AMHR2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,AMPD1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0444,0
271,AMPD2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,AMPD3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,AMPH,2,1,2,1,1,1,1,0,0,0.035068614,0,0,0.0316775,0,0.040527191,0,0.111852463,0,0,0,0
274,BIN1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,AMT,2,1,1,1,1,1,0,0,0,0.022,0,0,0.1065529,0,0,0,0,0,0,0.016,0
276,AMY1A,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,AMY1B,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,AMY1C,0,1,1,0,1,1,1,0,0,0.040327111,0,0,0.051496362,0,0.0208,0,0,0,0,0,0
279,AMY2A,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,AMY2B,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,ANG,1,1,1,0,0,1,0,0,0,0.0172,0,0,0.078057101,0,0,0,0,0,0,0,0
284,ANGPT1,2,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,ANGPT2,1,1,1,1,1,1,1,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0
286,ANK1,1,1,1,1,1,1,1,1,0,0,0,0,0.0148,0,0,0,0,0,0,0,0
287,ANK2,2,1,1,1,1,1,1,0,0,0.014,0,0,0,0,0,0,0.014,0,0,0.0261,0
288,ANK3,2,1,2,1,1,1,1,0,0,0.210654177,0,0,0.039170444,0,0.108857412,0,0.0236,0,0,0.036322222,0
290,ANPEP,2,1,1,0,1,1,1,0,0,0.2038,0,0,0.041888889,0,0.0238,0,0,0,0,0.0148,0
291,SLC25A4,1,1,1,1,1,1,1,0,0,0.0152,0,0,0.018,0,0.0547,0,0,0,0,0,0
292,SLC25A5,0,2,1,0,1,1,0,0,0,0.0084,0,0,0,0,0,0,0,0,0,0,0
301,ANXA1,1,1,1,0,0,1,1,0,0,0,0,0,0.0184,0,0,0,0,0,0,0.0256,0
302,ANXA2,1,1,1,1,0,1,1,0,0,0.0192,0,0,0.043555556,0,0,0,0,0,0,0,0
306,ANXA3,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,ANXA4,1,1,1,1,0,1,1,0,0,0,0,0,0.0261,0,0,0,0,0,0,0,0
308,ANXA5,1,1,1,0,0,1,1,0,0,0.042216667,0,0,0.0212,0,0,0,0,0,0,0,0
309,ANXA6,1,1,1,1,0,1,1,0,0,0.0276,0,0,0.018,0,0,0,0,0,0,0,0
310,ANXA7,1,1,1,1,0,1,1,0,0,0.0368,0,0,0,0,0,0,0,0,0,0,0
311,ANXA11,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,ANXA13,1,1,1,0,0,1,1,0,0,0.0072,0,0,0.041352778,0,0,0,0,0,0,0,0
313,AOAH,1,0,1,0,0,1,1,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0
314,AOC2,0,1,1,0,1,1,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
316,AOX1,1,1,1,0,1,1,1,1,0,0,0,0,0.014,0,0,0,0,0,0,0,0
317,APAF1,2,1,2,1,1,1,1,0,0,0,0,0,0.02865,0,0,0,0,0.2,0,0,0
318,NUDT2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,APOF,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,APBA1,1,1,2,1,0,1,1,0,0,0.0148,0,0,0.0448,0,0,0,0,0,0,0,0.227375
321,APBA2,2,1,2,1,0,1,1,0,0,0.0341,0,0,0.0358,0,0,0,0.02,0,0,0.074977778,0.243675
322,APBB1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,APBB2,1,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,APC,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0
325,APCS,1,1,1,0,0,1,1,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0
326,AIRE,1,1,1,0,1,1,1,0,0,0,0,0,0.0273,0,0,0,0,0,0,0,0
327,APEH,1,1,1,0,0,1,1,0,0,0,0,0,0.0192,0,0,0,0,0,0,0,0
328,APEX1,1,1,1,1,1,1,1,0,0,0.0144,0,0,0.037188889,0,0.016,0,0,0,0,0,0
329,BIRC2,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,BIRC3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,XIAP,1,1,1,1,1,1,1,0,0,0,0,0,0.031955556,0,0,0,0,0,0,0,0
332,BIRC5,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,APLP1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,APLP2,1,1,1,1,0,1,1,0,0,0,0,0,0.0156,0,0,0,0,0,0,0,0
335,APOA1,1,1,2,1,1,1,0,0,0,0.049035204,0,0,0.038735395,0,0.0301,0,0,0,0,0,0
336,APOA2,1,1,1,0,1,1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
337,APOA4,2,1,2,1,1,1,0,0,0,0.0236,0,0,0.043277778,0,0,0,0,0,0,0,0
338,APOB,2,1,1,1,1,1,1,0,0,0,0,0,0.0236,0,0.0292,0,0,0,0,0.0144,0
339,APOBEC1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,APOC1,1,1,1,0,0,1,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
343,AQP8,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,APOC2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,APOC3,1,1,1,0,1,1,0,0,0,0.0144,0,0,0.0187,0,0,0,0,0,0,0,0
346,APOC4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,APOD,2,1,2,0,0,1,1,0,0,0.071785007,0,0,0,0,0.061627222,0,0,0,0,0,0
348,APOE,2,2,2,1,1,1,0,0,0,0.250293474,0,0,0.203615146,0,0.062916259,0,0.060655556,0.2,0,0.069664889,0
350,APOH,1,1,1,0,0,1,1,0,0,0.0316,0,0,0,0,0,0,0,0,0,0,0
351,APP,2,1,2,1,2,1,1,0,0,0.100134964,0,0,0.07451039,0,0.041375,0,0.049988889,0.2,0,0.143954809,0
353,APRT,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,KLK3,1,1,1,0,1,1,0,0,0,0,0,0,0.031483421,0,0,0,0.0144,0,0,0,0
355,FAS,1,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,FASLG,1,2,2,0,2,1,0,0,0,0.0504,0,0,0.046973222,0,0,0,0,0,0,0,0
357,SHROOM2,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,AQP1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,AQP2,1,1,1,0,1,1,1,0,0,0,0,0,0.0216,0,0.0164,0,0,0,0,0,0
360,AQP3,1,1,1,0,1,1,0,0,0,0.0312,0,0,0,0,0,0,0,0,0,0,0
361,AQP4,2,1,1,1,1,1,0,0,0,0.061975,0,0,0.076194436,0,0.0219,0,0,0,0,0.047205556,0
