ID,GeneName,dise.brain,bio.inter,bio.brain,expre.brain,pathway.brain,tfbs,ASDDenovo,SCZDenovo,scz.drug,scz.literature,scz.animal,depre.drug,depre.literature,bpd.drug,bpd.literature,adhd.drug,adhd.literature,adhd.animal,asd.drug,asd.literature,asd.animal
8823,FGF16,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8824,CES2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8825,LIN7A,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8826,IQGAP1,0,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8828,NRP2,2,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.044655556,0
8829,NRP1,2,2,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8831,SYNGAP1,2,2,2,1,1,1,1,0,0,0.047368889,0,0,0,0,0,0,0,0.25,0,0.050485949,0.22685
8832,CD84,0,1,1,0,0,1,1,0,0,0,0,0,0.0276,0,0,0,0,0,0,0,0
8833,GMPS,2,1,1,0,1,1,1,0,0,0,0,0,0.0328,0,0,0,0,0,0,0.006,0
8834,TMEM11,1,1,1,0,0,1,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0.0296,0
8835,SOCS2,1,1,1,1,1,1,1,0,0,0.0432,0,0,0.02,0,0,0,0,0,0,0,0
8836,GGH,1,1,1,0,1,1,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
8837,CFLAR,1,1,1,0,1,1,1,0,0,0.026333333,0,0,0.034,0,0.033,0,0,0,0,0,0
8838,WISP3,1,1,1,0,0,1,1,0,0,0.0096,0,0,0,0,0,0,0,0,0,0,0
8839,WISP2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8840,WISP1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8841,HDAC3,2,2,2,0,2,1,1,0,0.09,0.065454655,0,0,0,0,0,0,0,0,0,0.0152,0
8842,PROM1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8843,HCAR3,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8844,KSR1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8846,ALKBH1,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8848,TSC22D1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8850,KAT2B,1,2,1,0,1,1,1,0,0,0.0148,0,0,0.0156,0,0,0,0,0,0,0,0
8851,CDK5R1,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0.006,0.2,0,0,0.243675
8852,AKAP4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8853,ASAP2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8854,ALDH1A2,2,1,2,0,1,1,1,0,0,0.0412,0,0,0,0,0,0,0,0,0,0,0
8856,NR1I2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0
8857,FCGBP,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8858,PROZ,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8859,STK19,1,1,1,0,0,1,1,0,0,0.0201,0,0,0.0196,0,0,0,0,0,0,0,0
8861,LDB1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8862,APLN,1,1,1,1,0,1,0,0,0,0,0,0,0.072355847,0,0,0,0.0714,0,0,0.0172,0
8863,PER3,2,2,2,1,1,1,1,0,0,0.016,0,0,0.053731394,0,0.038753211,0,0,0,0,0,0
8864,PER2,2,2,2,1,1,1,1,0,0,0.032644444,0,0,0.054276975,0,0.024516667,0,0.0184,0,0,0,0
8867,SYNJ1,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0.038011111,0,0,0,0,0,0
8869,ST3GAL5,1,1,1,1,1,1,1,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0
8870,IER3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8871,SYNJ2,1,1,1,1,1,1,1,0,0,0,0,0,0.0156,0,0,0,0,0,0,0,0
8872,CDC123,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8874,ARHGEF7,1,1,1,1,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
8875,VNN2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8876,VNN1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8877,SPHK1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8878,SQSTM1,1,2,1,1,1,1,1,0,0,0,0,0,0.0304,0,0,0,0,0,0,0,0
8879,SGPL1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8880,FUBP1,0,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8881,CDC16,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882,ZPR1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8883,NAE1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8884,SLC5A6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8886,DDX18,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8887,TAX1BP1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8888,MCM3AP,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8890,EIF2B4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8891,EIF2B3,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8892,EIF2B2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8893,EIF2B5,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8894,EIF2S2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0
8895,CPNE3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8896,BUD31,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8897,MTMR3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8898,MTMR2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8899,PRPF4B,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8900,CCNA1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8904,CPNE1,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8905,AP1S2,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0
8906,AP1G2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8907,AP1M1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8908,GYG2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8909,ENDOU,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8910,SGCE,1,1,1,1,0,0,1,0,0,0,0,0,0.034844444,0,0,0,0,0,0,0,0
8911,CACNA1I,1,1,2,1,1,1,1,1,0,0.092736111,0,0,0,0,0,0,0.004,0,0,0,0
8912,CACNA1H,2,1,1,0,1,1,1,0,0,0.0088,0,0,0,0,0,0,0,0,0,0.018,0
8913,CACNA1G,2,1,2,1,1,1,1,0,0,0,0.1907,0,0,0,0,0,0,0.2,0,0.0276,0
8914,TIMELESS,2,2,2,1,0,1,1,0,0,0.008,0,0,0.076,0,0,0,0,0,0,0,0
8915,BCL10,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8916,HERC3,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8924,HERC2,1,1,1,1,1,1,1,0,0,0.0208,0,0,0,0,0,0,0,0,0,0.022255556,0
8925,HERC1,1,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8926,SNURF,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8927,BSN,2,2,2,1,0,1,1,0,0,0,0,0,0.0408,0,0,0,0,0,0,0,0
8928,FOXH1,1,1,1,0,0,1,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
8929,PHOX2B,1,1,2,1,0,1,1,0,0,0.05134,0,0,0.0172,0,0,0,0,0,0,0,0.258954861
8930,MBD4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8932,MBD2,1,1,1,0,0,1,1,0,0,0.0652,0,0,0.052600547,0,0,0,0,0,0,0.02,0
8933,FAM127A,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8934,RAB29,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8935,SKAP2,1,1,1,1,0,1,1,0,0,0.069888622,0,0,0.032301452,0,0.027020898,0,0,0,0,0,0
8936,WASF1,0,1,1,0,1,1,1,0,0,0.0148,0,0,0,0,0,0,0,0,0,0,0
8938,BAIAP3,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8939,FUBP3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8940,TOP3B,1,1,1,0,1,1,1,0,0,0.019688889,0,0,0,0,0,0,0,0,0,0.0246,0
8941,CDK5R2,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8942,KYNU,2,1,2,0,1,1,1,0,0,0,0,0,0.0179,0,0,0,0,0,0,0,0
8943,AP3D1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.25,0,0,0
8945,BTRC,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8968,HIST1H3F,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8969,HIST1H2AG,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8970,HIST1H2BJ,2,1,1,0,2,1,1,0,0,0.0348,0,0,0,0,0,0,0,0,0,0,0
8971,H1FX,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8972,MGAM,2,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8973,CHRNA6,2,0,2,1,2,1,1,0,0,0.0144,0,0,0.0144,0,0.0184,0.30235941,0.0208,0,0,0.0144,0
8974,P4HA2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8975,USP13,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8976,WASL,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8985,PLOD3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8986,RPS6KA4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8987,STBD1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8988,HSPB3,0,2,1,0,0,1,0,0,0,0.0196,0,0,0.038,0,0.0284,0,0,0,0,0,0
8989,TRPA1,2,1,1,0,1,1,1,0,0,0,0,0,0.052023044,0,0,0,0,0,0,0,0
8991,SELENBP1,2,1,1,1,0,1,0,0,0,0.217740528,0,0,0.0154,0,0.0352,0,0,0,0,0,0
8992,ATP6V0E1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8993,PGLYRP1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,LIMD1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8995,TNFSF18,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8996,NOL3,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,KALRN,2,1,2,1,0,1,1,0,0,0.085594892,0,0,0.036526111,0,0,0,0.0163,0.25,0,0.0304,0
8999,CDKL2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9001,HAP1,1,1,2,1,2,1,1,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
9002,F2RL3,1,1,1,0,2,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
9013,TAF1C,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9014,TAF1B,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,TAF1A,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9016,SLC25A14,2,1,1,0,0,1,1,0,0,0.0184,0,0,0.0258,0,0,0,0,0,0,0.0128,0
9019,MPZL1,2,1,1,0,1,1,1,0,0,0.0492,0,0,0,0,0,0,0,0,0,0,0
9020,MAP3K14,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9021,SOCS3,1,2,1,0,2,1,1,0,0,0,0,0,0.0405,0,0,0,0,0,0,0,0
9022,CLIC3,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9023,CH25H,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9024,BRSK2,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9025,RNF8,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0248,0
9026,HIP1R,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0.0193,0,0,0,0,0,0
9027,NAT8,1,0,1,0,0,1,0,0,0,0.0316,0,0,0,0,0,0,0,0,0,0,0
9028,RHBDL1,1,1,1,0,0,1,0,0,0,0,0,0,0.078139613,0,0,0,0,0,0,0,0
9031,BAZ1B,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9032,TM4SF5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9033,PKD2L1,1,1,1,1,0,1,1,0,0,0.0144,0,0,0.0144,0,0,0,0,0,0,0,0
9034,CCRL2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9037,SEMA5A,2,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.064404912,0
9038,TAAR5,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9039,UBA3,0,1,1,0,1,1,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
9040,UBE2M,0,1,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9043,SPAG9,1,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9044,BTAF1,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9045,RPL14,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9046,DOK2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9047,SH2D2A,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9048,ARTN,1,1,2,1,0,1,0,0,0,0,0,0,0.0523,0,0.0156,0,0,0,0,0,0
9049,AIP,1,1,1,1,0,1,1,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
9050,PSTPIP2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9051,PSTPIP1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9052,GPRC5A,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9053,MAP7,1,1,1,0,0,1,1,0,0,0.0148,0,0,0,0,0,0,0,0,0,0,0
9054,NFS1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9055,PRC1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0195,0
9056,SLC7A7,1,1,1,0,1,1,1,0,0,0,0,0,0.0288,0,0,0,0,0,0,0,0
9057,SLC7A6,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9058,SLC13A2,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9060,PAPSS2,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9061,PAPSS1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9063,PIAS2,0,2,1,1,1,1,1,0,0,0.0248,0,0,0,0,0,0,0,0,0,0,0
9064,MAP3K6,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9066,SYT7,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9068,ANGPTL1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
9069,CLDN12,0,1,1,1,0,1,0,0,0,0,0,0,0.0144,0,0,0,0,0.2,0,0,0
9070,ASH2L,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9071,CLDN10,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9073,CLDN8,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9074,CLDN6,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9075,CLDN2,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9076,CLDN1,1,1,1,0,1,1,1,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0
9077,DIRAS3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9079,LDB2,2,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9080,CLDN9,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9081,PRY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9082,XKRY,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9083,BPY2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9084,VCY,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9085,CDY1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9086,EIF1AY,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9087,TMSB4Y,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9088,PKMYT1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9091,PIGQ,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9092,SART1,1,1,1,0,1,1,1,0,0,0.0128,0,0,0,0,0,0,0,0,0,0,0
9093,DNAJA3,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9094,UNC119,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9095,TBX19,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9096,TBX18,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9097,USP14,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9098,USP6,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9099,USP2,1,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0
9100,USP10,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9101,USP8,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9103,FCGR2C,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9104,RGN,0,1,1,1,1,1,1,0,0,0,0,0,0.0188,0,0,0,0,0,0,0,0
9107,MTMR6,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9108,MTMR7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9110,MTMR4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9111,NMI,1,1,1,0,0,1,0,0,0,0.0109,0,0,0.02,0,0,0,0,0,0,0,0
9112,MTA1,1,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9113,LATS1,1,2,1,1,1,1,1,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0
9114,ATP6V0D1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9117,SEC22C,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9118,INA,1,2,2,1,0,1,1,0,0,0.0144,0,0,0,0,0,0,0.0455,0,0,0,0
9119,KRT75,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9120,SLC16A6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9121,SLC16A5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9122,SLC16A4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9123,SLC16A3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9124,PDLIM1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9125,RQCD1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9126,SMC3,1,1,1,0,1,1,1,0,0,0,0,0,0.0277,0,0,0,0,0,0,0,0
9127,P2RX6,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9128,PRPF4,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9129,PRPF3,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9130,FAM50A,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9131,AIFM1,1,1,2,1,1,1,1,0,0,0,0,0,0.0156,0,0,0,0,0,0,0,0
9132,KCNQ4,1,1,1,0,2,1,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
9133,CCNB2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9134,CCNE2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9135,RABEP1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9136,RRP9,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9138,ARHGEF1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139,CBFA2T2,0,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9140,ATG12,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9141,PDCD5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9142,TMEM257,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9143,SYNGR3,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9144,SYNGR2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9145,SYNGR1,2,1,2,1,0,1,1,0,0,0.068625887,0,0,0.0148,0,0.0371,0,0,0,0,0,0
9146,HGS,1,2,1,1,1,1,1,0,0,0.1212,0,0,0.053566988,0,0,0,0,0,0,0,0.233075
9147,NEMF,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9148,NEURL1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9149,DYRK1B,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9150,CTDP1,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9152,SLC6A5,2,1,2,1,0,1,1,0,0,0.035071444,0,0,0.0144,0,0.028,0,0,0.2,0,0,0
9153,SLC28A2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9154,SLC28A1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156,EXO1,1,2,1,0,1,1,1,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0
9158,FIBP,1,1,1,1,0,1,0,0,0,0.0144,0,0,0,0,0,0,0,0,0,0,0
9159,PCSK7,1,1,1,1,0,1,1,0,0,0.02,0,0,0.033822222,0,0,0,0.0186,0,0,0.0288,0
9162,DGKI,2,1,2,1,1,1,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0
9166,EBAG9,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9167,COX7A2L,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9168,TMSB10,0,1,1,1,0,1,0,0,0,0.0068,0,0,0,0,0,0,0,0,0,0,0
9169,SCAF11,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9170,LPAR2,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9172,MYOM2,1,1,1,0,0,1,1,0,0,0,0,0,0.0233,0,0,0,0,0,0,0,0
9173,IL1RL1,1,1,1,0,0,1,1,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0
9175,MAP3K13,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9177,HTR3B,2,0,2,1,2,1,1,0,1,0.041321989,0,1,0.053682444,0.2,0.052447222,0,0.0068,0,0,0,0
9179,AP4M1,0,1,1,1,1,1,1,0,0,0.0108,0,0,0.0068,0,0.008,0,0,0,0,0,0
9180,OSMR,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9181,ARHGEF2,1,2,2,1,1,1,1,0,0,0.0144,0,0,0,0,0.0144,0,0,0,0,0,0
9182,RASSF9,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9183,ZW10,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9184,BUB3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9185,REPS2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9187,SLC24A1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9188,DDX21,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9191,DEDD,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
